timestamp, memory.used [MiB], utilization.gpu [%]
2026/02/02 07:20:38.540, 1047 MiB, 0 %
2026/02/02 07:20:53.542, 1047 MiB, 0 %
2026/02/02 07:21:08.543, 1047 MiB, 0 %
2026/02/02 07:21:23.544, 1047 MiB, 0 %
2026/02/02 07:21:38.545, 1047 MiB, 0 %
2026/02/02 07:21:53.546, 1047 MiB, 0 %
2026/02/02 07:22:08.547, 1047 MiB, 0 %
2026/02/02 07:22:23.549, 1047 MiB, 0 %
2026/02/02 07:22:38.551, 1047 MiB, 0 %
2026/02/02 07:22:53.552, 1047 MiB, 0 %
2026/02/02 07:23:08.553, 1047 MiB, 0 %
2026/02/02 07:23:23.554, 1047 MiB, 0 %
2026/02/02 07:23:38.557, 1047 MiB, 0 %
2026/02/02 07:23:53.558, 1047 MiB, 0 %
2026/02/02 07:24:08.559, 1047 MiB, 0 %
2026/02/02 07:24:23.560, 1047 MiB, 0 %
2026/02/02 07:24:38.561, 1047 MiB, 0 %
2026/02/02 07:24:53.562, 1047 MiB, 0 %
2026/02/02 07:25:08.563, 1047 MiB, 0 %
2026/02/02 07:25:23.565, 1047 MiB, 0 %
2026/02/02 07:25:38.566, 1047 MiB, 0 %
2026/02/02 07:25:53.567, 1047 MiB, 0 %
2026/02/02 07:26:08.568, 1047 MiB, 0 %
2026/02/02 07:26:23.569, 1047 MiB, 0 %
2026/02/02 07:26:38.570, 1047 MiB, 0 %
2026/02/02 07:26:53.571, 1047 MiB, 0 %
2026/02/02 07:27:08.573, 1047 MiB, 0 %
2026/02/02 07:27:23.574, 1047 MiB, 0 %
2026/02/02 07:27:38.575, 1047 MiB, 0 %
2026/02/02 07:27:53.577, 1047 MiB, 0 %
2026/02/02 07:28:08.578, 1047 MiB, 0 %
2026/02/02 07:28:23.579, 1047 MiB, 0 %
2026/02/02 07:28:38.581, 1047 MiB, 0 %
2026/02/02 07:28:53.582, 1047 MiB, 0 %
2026/02/02 07:29:08.583, 1047 MiB, 0 %
2026/02/02 07:29:23.584, 1047 MiB, 0 %
2026/02/02 07:29:38.585, 1047 MiB, 0 %
2026/02/02 07:29:53.586, 1047 MiB, 0 %
2026/02/02 07:30:08.587, 1047 MiB, 0 %
2026/02/02 07:30:23.589, 1047 MiB, 0 %
2026/02/02 07:30:38.590, 1047 MiB, 0 %
2026/02/02 07:30:53.591, 1047 MiB, 0 %
2026/02/02 07:31:08.592, 1047 MiB, 0 %
2026/02/02 07:31:23.593, 1047 MiB, 0 %
2026/02/02 07:31:38.594, 1047 MiB, 0 %
2026/02/02 07:31:53.595, 1047 MiB, 0 %
2026/02/02 07:32:08.595, 1047 MiB, 0 %
2026/02/02 07:32:23.595, 1047 MiB, 0 %
2026/02/02 07:32:38.595, 1047 MiB, 0 %
2026/02/02 07:32:53.596, 1047 MiB, 0 %
2026/02/02 07:33:08.596, 1047 MiB, 0 %
2026/02/02 07:33:23.596, 1047 MiB, 0 %
2026/02/02 07:33:38.596, 1047 MiB, 0 %
2026/02/02 07:33:53.597, 1047 MiB, 0 %
2026/02/02 07:34:08.597, 1047 MiB, 0 %
2026/02/02 07:34:23.598, 1047 MiB, 0 %
2026/02/02 07:34:38.599, 1047 MiB, 0 %
2026/02/02 07:34:53.601, 1047 MiB, 0 %
2026/02/02 07:35:08.602, 1047 MiB, 0 %
2026/02/02 07:35:23.603, 1047 MiB, 0 %
2026/02/02 07:35:38.604, 1047 MiB, 0 %
2026/02/02 07:35:53.605, 1047 MiB, 0 %
2026/02/02 07:36:08.606, 1047 MiB, 0 %
2026/02/02 07:36:23.607, 1047 MiB, 0 %
2026/02/02 07:36:38.608, 1047 MiB, 0 %
2026/02/02 07:36:53.609, 1047 MiB, 0 %
2026/02/02 07:37:08.611, 1047 MiB, 0 %
2026/02/02 07:37:23.612, 1047 MiB, 0 %
2026/02/02 07:37:38.613, 1047 MiB, 0 %
2026/02/02 07:37:53.614, 1047 MiB, 0 %
2026/02/02 07:38:08.615, 1047 MiB, 0 %
2026/02/02 07:38:23.616, 1047 MiB, 0 %
2026/02/02 07:38:38.617, 1047 MiB, 0 %
2026/02/02 07:38:53.619, 1047 MiB, 0 %
2026/02/02 07:39:08.620, 1047 MiB, 0 %
2026/02/02 07:39:23.621, 1047 MiB, 0 %
2026/02/02 07:39:38.622, 1047 MiB, 0 %
2026/02/02 07:39:53.623, 1047 MiB, 0 %
2026/02/02 07:40:08.625, 1047 MiB, 0 %
2026/02/02 07:40:23.626, 1047 MiB, 0 %
2026/02/02 07:40:38.627, 1047 MiB, 0 %
2026/02/02 07:40:53.628, 1047 MiB, 0 %
2026/02/02 07:41:08.629, 1047 MiB, 0 %
2026/02/02 07:41:23.631, 1047 MiB, 0 %
2026/02/02 07:41:38.632, 1047 MiB, 0 %
2026/02/02 07:41:53.633, 1047 MiB, 0 %
2026/02/02 07:42:08.634, 1047 MiB, 0 %
2026/02/02 07:42:23.635, 1047 MiB, 0 %
2026/02/02 07:42:38.637, 1047 MiB, 0 %
2026/02/02 07:42:53.638, 1047 MiB, 0 %
2026/02/02 07:43:08.639, 1047 MiB, 0 %
2026/02/02 07:43:23.640, 1047 MiB, 0 %
2026/02/02 07:43:38.641, 1047 MiB, 0 %
2026/02/02 07:43:53.642, 1047 MiB, 0 %
2026/02/02 07:44:08.644, 1047 MiB, 0 %
2026/02/02 07:44:23.645, 1047 MiB, 0 %
2026/02/02 07:44:38.646, 1047 MiB, 0 %
2026/02/02 07:44:53.647, 1047 MiB, 0 %
2026/02/02 07:45:08.648, 1047 MiB, 0 %
2026/02/02 07:45:23.649, 1047 MiB, 0 %
2026/02/02 07:45:38.651, 1047 MiB, 0 %
2026/02/02 07:45:53.652, 1047 MiB, 0 %
2026/02/02 07:46:08.653, 1047 MiB, 0 %
2026/02/02 07:46:23.654, 1047 MiB, 0 %
2026/02/02 07:46:38.655, 1047 MiB, 0 %
2026/02/02 07:46:53.657, 1047 MiB, 0 %
2026/02/02 07:47:08.658, 1047 MiB, 0 %
2026/02/02 07:47:23.659, 1047 MiB, 0 %
2026/02/02 07:47:38.660, 1047 MiB, 0 %
2026/02/02 07:47:53.661, 1047 MiB, 0 %
2026/02/02 07:48:08.663, 1047 MiB, 0 %
2026/02/02 07:48:23.664, 1047 MiB, 0 %
2026/02/02 07:48:38.665, 1047 MiB, 0 %
2026/02/02 07:48:53.666, 1047 MiB, 0 %
2026/02/02 07:49:08.667, 1047 MiB, 0 %
2026/02/02 07:49:23.669, 1047 MiB, 0 %
2026/02/02 07:49:38.670, 1047 MiB, 0 %
2026/02/02 07:49:53.671, 1047 MiB, 0 %
2026/02/02 07:50:08.672, 1047 MiB, 0 %
2026/02/02 07:50:23.673, 1047 MiB, 0 %
2026/02/02 07:50:38.674, 1047 MiB, 0 %
2026/02/02 07:50:53.676, 1047 MiB, 0 %
2026/02/02 07:51:08.677, 1047 MiB, 0 %
2026/02/02 07:51:23.678, 1047 MiB, 0 %
2026/02/02 07:51:38.679, 1047 MiB, 0 %
2026/02/02 07:51:53.680, 1047 MiB, 0 %
2026/02/02 07:52:08.681, 1047 MiB, 0 %
2026/02/02 07:52:23.683, 1047 MiB, 0 %
2026/02/02 07:52:38.684, 1047 MiB, 0 %
2026/02/02 07:52:53.685, 1047 MiB, 0 %
2026/02/02 07:53:08.686, 1047 MiB, 0 %
2026/02/02 07:53:23.687, 1047 MiB, 0 %
2026/02/02 07:53:38.688, 1047 MiB, 0 %
2026/02/02 07:53:53.690, 1047 MiB, 0 %
2026/02/02 07:54:08.691, 1047 MiB, 0 %
2026/02/02 07:54:23.691, 1047 MiB, 0 %
2026/02/02 07:54:38.693, 1047 MiB, 0 %
2026/02/02 07:54:53.694, 1047 MiB, 0 %
2026/02/02 07:55:08.695, 1047 MiB, 0 %
2026/02/02 07:55:23.696, 1047 MiB, 0 %
2026/02/02 07:55:38.697, 1047 MiB, 0 %
2026/02/02 07:55:53.698, 1047 MiB, 0 %
2026/02/02 07:56:08.700, 1047 MiB, 0 %
2026/02/02 07:56:23.701, 1047 MiB, 0 %
2026/02/02 07:56:38.702, 1047 MiB, 0 %
2026/02/02 07:56:53.703, 1047 MiB, 0 %
2026/02/02 07:57:08.704, 1047 MiB, 0 %
